Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 11/26  11:00:00,47.2844067568,0.0,0.0,0.0,15.863942322,29.242365,6.08917488616,0.0,3.20568,2.88349488616
 11/26  12:00:00,48.0003662431,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/26  13:00:00,56.6790561271,1.04277722416,8.29897924637,0.0,15.863942322,29.242365,6.08910780104,0.0,3.20568,2.88342780104
 11/26  14:00:00,64.133752374,1.87005872015,14.8659593415,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/26  15:00:00,66.2678312196,2.09704525315,16.7385388642,0.0,15.863942322,29.242365,6.08798600188,0.0,3.20568,2.88230600188
 11/26  16:00:00,69.8406285138,2.48216685545,19.9296801017,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/26  17:00:00,60.705342151,1.49474097508,11.8889953568,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/26  18:00:00,56.512817961,0.573464363193,4.3781786865,0.0,15.863942322,29.242365,6.08799518816,0.0,3.20568,2.88231518816
 11/26  19:00:00,55.8102840946,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/26  20:00:00,56.0511378782,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/26  21:00:00,56.0302924417,0.0,0.0,0.0,15.863942322,29.242365,6.0879786115,0.0,3.20568,2.8822986115
 11/26  22:00:00,55.8828376667,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/26  23:00:00,55.6866838739,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/26  24:00:00,56.3553382898,0.0,0.0,0.0,15.863942322,29.242365,6.08793747627,0.0,3.20568,2.88225747627
 11/27  01:00:00,55.6476599345,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/27  02:00:00,55.633050348,0.0,0.0,0.0,15.863942322,29.242365,6.08924106162,0.0,3.20568,2.88356106162
 11/27  03:00:00,55.6287927134,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
