Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 11/03  04:00:00,119.005655955,18.9219681798,0.0126808393482,0.0,3.49369000822,9.08398230582,32.7513214532,29.2520364235,2.335,1.16428502978
 11/03  05:00:00,119.793358027,19.7412189105,0.00273108784265,0.0,3.49369000822,9.08398230582,26.7558492884,24.4008492884,2.335,0.02
 11/03  06:00:00,173.16148219,47.523556342,0.0,0.0,13.9747600329,18.6919646116,415.206734839,410.516734839,4.67,0.02
 11/03  07:00:00,174.944349459,47.523556342,0.0,0.0,13.9747600329,18.6919646116,373.345142809,367.510646777,4.67,1.16449603245
 11/03  08:00:00,228.470097659,47.523556342,0.0,0.0,34.9369000822,32.3179380704,338.376150972,329.038959904,8.1725,1.16469106775
 11/03  09:00:00,252.522607259,47.523556342,0.0,0.0,62.886420148,41.4019203762,282.52406993,271.99656993,10.5075,0.02
 11/03  10:00:00,242.867248167,47.523556342,0.0,0.0,62.886420148,41.4019203762,249.81677058,236.998807895,10.5075,2.31046268435
 11/03  11:00:00,273.677823927,47.523556342,0.0120102370133,0.0,62.886420148,41.4019203762,230.290607215,218.61747506,10.5075,1.16563215507
 11/03  12:00:00,254.070020233,47.523556342,0.0114155663242,0.0,62.886420148,41.4019203762,205.397212386,192.57854375,10.5075,2.31116863596
 11/03  13:00:00,252.175687854,47.523556342,0.079572092998,0.0,62.886420148,41.4019203762,183.248382759,171.575011401,10.5075,1.16587135753
 11/03  14:00:00,249.086679578,47.523556342,0.222462948401,0.0,62.886420148,41.4019203762,176.26090368,163.442657133,10.5075,2.31074654659
 11/03  15:00:00,246.566715591,47.523556342,0.322145245763,0.0,62.886420148,41.4019203762,167.348693374,155.676006391,10.5075,1.16518698363
 11/03  16:00:00,247.053858286,47.523556342,0.387783049466,0.0,62.886420148,41.4019203762,165.24240936,153.569475506,10.5075,1.16543385399
 11/03  17:00:00,246.898575767,47.523556342,0.341341339942,0.0,62.886420148,41.4019203762,173.921366795,162.248460182,10.5075,1.16540661299
 11/03  18:00:00,259.048267562,47.523556342,0.0135546390422,0.0,41.9242800987,36.8599292233,187.952222782,176.301895888,9.34,2.31032689345
